pk_id,id_own_org
15371793350306881618,10546443563741379559
15371793711818133511,10545724654287892555
15371793972678676562,10545724654287892555
15371794128778088545,10545724654287892555
15371794289042448434,10545724654287892555
15371794862911315986,10546443563903646356
15371794900722966621,10546443563741379559
15371795461425909796,10691192243945853618
15371795904298274829,10907434497371354758
15371796097190121498,10907434497371354758
15371796837920989256,10546172455172752631
15371797079722610690,10546172455169481770
15371797345930895432,10546443563903347262
15371798712800043039,10907434497379700859
15371798780278001688,10546443563727745876
15371799149087346736,10546172455207840866
15371799316997918751,10546443563912039927
15371799599345885277,10546443563912039927
15371800018021306465,10546443563683544975
15371800258879213580,10546443563734522437
15371800482561450033,10546172455166077528
15371800842944434231,10546443563699909334
15371801214085816326,10907434497486240354
15371801451248541728,10545724654287892555
15371801508710506582,10907434497344630000
15371801834196881433,10546443563667385186
15371802035783524408,10907434497324516272
15371802658994184201,10907434497303656615
15371802669890986060,10907434497486240354
15371802933419106340,10546443563876136095
15371802994014212191,10546172455229392113
15371803000456667152,10545724654292003561
15371803250374271009,10546443563668560422
15371803272994152524,10546172455158440503
15371803810942996573,10546172455188051083
15371803983899316237,10907434497411062909
15371804254406758478,10546443563796240429
15371804324099313728,10546172455150439452
15371804556925128756,10546443563800868247
15371804872680722520,10907434497324516272
15371805056374464564,10907434497429383867
15371806297242525780,10545511425554539758
15371806358424838212,10545055917999703333
15371806465887100969,10546443563881042965
15371806487387099232,10546443563877908433
15371806732233789504,10545724654280278694
15371806758393663532,10546443563922500676
15371807618779631682,10691192243933350656
15371807911487524939,10546443563994816513
15371808100109570073,10546172455176164830
15371808109089579072,10546443563982307769
15371808301050286093,10546443563694730479
15371808311477329963,10546443563925735040
15371808317504540706,10546443563807904051
15371808361167245342,10546443563674203997
15371808522392100962,10546443563687474958
15371808689614807064,10546443563675783876
15371808873769918481,10545724654302717179
15371808879495139406,10545724654287892555
15371809277131939910,10907434497327254423
15371809389883220011,10546443563922238960
15371809612835639358,10546443563922238960
15371809638492196962,10546443563965491626
15371809862879076409,10546443563778425238
15371810022782718033,10546443564054053138
15371810066688692305,10545724654290402586
15371810240907497563,10545724654280546466
15371810572249128960,10546443563922238960
15371810617249812552,10546443563775326185
15371810633313996811,10907434497428138767
15371810728994463744,10546443563660982274
15371810753573085245,10546172455166282238
15371810844836945981,10907434497428138767
15371811300862648321,10546443563732917786
15371811404516479015,10907434497331462782
15371811539203973128,10907434497331462782
15371811593058836538,10545511425556317340
15371811693822795788,10546172455194286120
15371811752333332539,10907434497459227614
15371811888702738505,10546443563710703319
15371811969912856579,10907434497428138767
15371812077492559920,10546050787359806780
15371812259537932332,10691192243912769589
15371812332225220691,10907434497382431669
15371812338067886081,10546172455165507935
15371812677189951547,10907434497483823738
15371812748174348298,10545724654281373534
15371812761453518881,10546443563823751392
15371812855464648733,10546443563767462597
15371812981021138968,10546443563659393388
15371813018887311412,10907434497299874308
15371813304167096323,10545435426612135079
15371813342402371655,10546443563806894530
15371813558673264679,10546443563881042965
15371813597629964322,10546443563771288154
15371813625094266968,10546443563982307769
15371813768665292800,10546443563663577621
15371813796028928028,10546050787360553013
15371813800659439636,10546443563903646356
15371813950077325357,10546443563747912030
15371813959346737189,10546443563891795410
15371814062337876049,10546172455186938119
15371814070554513496,10546443563663577621
15371814218588282885,10546050787358814572
15371814287026741322,10546443563730984387
15371814749587169353,10546443563907400701
15371814829086003222,10546443563652503509
15371814833045430276,10546443563682526554
15371814841069133902,10546443563922543390
15371814922174386193,10546050787360553013
15371814927048167436,10545055918000198357
15371814977358848038,10546443563922238960
15371815017758384139,10546443563881042965
15371815202160959521,10546443563783935332
15371815362425315350,10546050787359806780
15371815572673187906,10546443563823096632
15371815701140529173,10546443563652503509
15371815774456963086,10907434497438544993
15371815780907798614,10691192243911719873
15371815954476486750,10691192243941503778
15371815972780433479,10546443563652503509
15371816005785411650,10546050787360553013
15371816042028392479,10546172455200344344
15371816050937094237,10545724654279324361
15371816110185828380,10546050787360737611
15371816194269040688,10546443563663577621
15371816195317616709,10907434497384931134
15371816210668769309,10545724654279324361
15371816299172778071,10546050787360553543
15371816327027154957,10546443563783935332
15371816540173291557,10546443563799772137
15371816555910324321,10546443563663577621
15371816679478714427,10546172455171078574
15371816734784802861,10691192243912213415
15371817278777643016,10546443563910639923
15371817428241670196,10907434497461123301
15371817582814351417,10546443563939926416
15371817882174410822,10545724654273676508
15371817902583894088,10691192243949388896
15371817910506938436,10546172455184876691
15371817942501085198,10907434497446861907
15371817953007816735,10546172455169778886
15371817980174327815,10545511425563140988
15371818175268179985,10545055918000198357
15371818223762722891,10545724654281461644
15371818404159737939,10907434497384931134
15371818443267428444,10546443563663577621
15371818472136826910,10691192243929739828
15371818606308417575,10546443563812230743
15371818669181030454,10546443563828195458
15371818700097245269,10545724654279324361
15371818729323159644,10545055918000198357
15371818737669824560,10546172455153961033
15371818759933190191,10907434497384931134
15371818769106133003,10546172455215886809
15371818776504885323,10546443563748086266
15371818903634239528,10907434497341571632
15371818924882579459,10546443564040156026
15371818961805041699,10546443563724403247
15371819213777854510,10546443563692258283
15371819248645103653,10546172455215886809
15371819390496464932,10546443563710307012
15371819497149222931,10546172455175571225
15371819708483424300,10907434497480680877
15371819744105648151,10546443563710482759
15371819999811395610,10546172455233079669
15371820049543254069,10546172455171800326
15371820069436837903,10546443563783935332
15371820114815016981,10545461672704872675
15371820470504574994,10546172455207832715
15371820515702394922,10907434497330975552
15371820577715183711,10907434497341130633
15371820737161650271,10545360219000179937
15371820904891863043,10546443563925735040
15371820990535356434,10545724654282163838
15371821108256890890,10545724654282163838
15371821244051673184,10691192243933413092
15371821451678113807,10546443563844968664
15371821493541458010,10546443563774943634
15371821551578046525,10907434497304317812
15371821654120386620,10546443563804317047
15371821826124599333,10907434497477818588
15371821899160014877,10546172455175293476
15371822432725819476,10546443563749186729
15371822557279866931,10546443563783935332
15371822698644688911,10546172455175571225
15371822809235906588,10546172455197933858
15371822964286738445,10546443563911987282
15371822990836686853,10546172455193211678
15371823120268709979,10546443563910160347
15371823122428776477,10546443563715560420
15371823219904405560,10545724654285430464
15371823394781712429,10546443563823751392
15371823692107538431,10546443563670769056
15371823823435391048,10907434497422270467
15371824037017739281,10907434497422270467
15371824060153516115,10546443563855264261
15371824123990827064,10546443563911987282
15371824423116005443,10546172455165507935
15371824454367760476,10545055918000201479
15371824468301238294,10546443563729797620
15371824484931653717,10691192243949388896
15371824507543150612,10546172455188051083
15371824671121002574,10546443563719160271
15371824977070317636,10546443563874053784
15371825011409084473,10546172455183659597
15371825015750189089,10545461672704872675
15371825090513657939,10545055918000201479
15371825095429378050,10546443563782632070
15371825128895733822,10546443563861229119
15371825304175697946,10907434497424258564
15371825407510761486,10691192243904517860
15371825494374801423,10546443563823751392
15371825560896458782,10546443563912596927
15371825609974009946,10546172455193180584
15371825649794732094,10546443563836076908
15371825668455194664,10546443563823751392
15371825681453338718,10546443563912596927
15371825865642004525,10546443563782632070
15371825910663667719,10546443563982307769
15371826034013950040,10907434497328345245
15371826128142520320,10546443563782632070
15371826210749337658,10546172455193165047
15371826218039038044,10907434497418953638
15371826274590838861,10546443563660145521
15371826280341233738,10546172455195629911
15371826366085386261,10546443563846801071
15371826428244971589,10691192243904517860
15371826604892278812,10546443563703204799
15371826726405464137,10545724654295852205
15371826736194969601,10546172455169778886
15371826755664924723,10546443563726731114
15371826764774953019,10545724654297057784
15371827052734898228,10907434497404955057
15371827062264356882,10546443563694233848
15371827176135512129,10907434497357371109
15371827253621084177,10907434497324516272
15371827327071735815,10546172455175393126
15371827378888171607,10546172455189081679
15371827509377159219,10546443563795342899
15371827509549125691,10546172455188051083
15371827638234570844,10546172455189081679
15371827750637723742,10546172455233738061
15371827849921089544,10545724654277654689
15371827873287561283,10546443563710543908
15371827979919351892,10546050787360828182
15371828261625585761,10546172455171730015
15371828306684993561,10907434497328345245
15371828335709573204,10545724654280546466
15371828365568823352,10546443564020691230
15371828408581410817,10546443563736742724
15371828535882731549,10907434497318845320
15371828561614786570,10546050787360551044
15371828817958068312,10545724654281461644
15371828819476402188,10691192243937320707
15371829163694542915,10546050787360828182
15371829360583565374,10545724654281461644
15371829459694968921,10545724654297057784
15371829513088458840,10546172455172752631
15371829563218780198,10546172455195629911
15371829711881687101,10546443563823115684
15371829866114633736,10546050787360553013
15371830090149191778,10907434497378053179
15371830107555553297,10546172455175293476
15371830309079273532,10546172455210724782
15371830350875516951,10546443563826214340
15371830374124544011,10545511425562469514
15371830377064751163,10907434497385919195
15371830457834459146,10545724654273676508
15371830518878363739,10546443563687923230
15371830555914068018,10907434497480538039
15371830598767267863,10691192243962934471
15371830688969969684,10546172455175293476
15371830853579628591,10907434497425279474
15371830940347191393,10907434497371354758
15371831131062198331,10907434497483823738
15371831209030111252,10546443563956216493
15371831365959999532,10546443563711679907
15371831757657657380,10546443563995102103
15371831819196489773,10907434497435808390
15371831887987265589,10546443563745824546
15371831903657189452,10546443563976211245
15371831932744683613,10546443563992941670
15371832070179442780,10907434497480680877
15371832080921055293,10907434497417972272
15371832616034553887,10546050787360828182
15371832701157953575,10546172455200344344
15371832846222155789,10546443564008290943
15371833022882041890,10546172455153961033
15371833069958909980,10546172455207020765
15371833131866837045,10546443563976211245
15371833188414447648,10907434497483823738
15371833219167080527,10546172455170793243
15371833387107016705,10546443564008290943
15371833551595036742,10546443563687923230
15371833608960528473,10546443563767885892
15371833735343300660,10691192243901919193
15371834222062915590,10546443563875510618
15371834259807457286,10546443563767885892
15371834264463134755,10907434497430726425
15371834290862088223,10546443563823858584
15371834341160177744,10546443563829364883
15371834342678519851,10546443563912596927
15371834430301724706,10546172455188051083
15371834518860255239,10546443563920949564
15371834724767031352,10546172455160942053
15371834753112133664,10545055918000012229
15371834880094691395,10691192243950495081
15371834890257485868,10546172455171916285
15371834896150482956,10907434497340532499
15371834898100838466,10546443563874542746
15371834939100160085,10907434497430726425
15371835034172444758,10546443563807877186
15371835045924884550,10546172455150440911
15371835068846759956,10907434497331462782
15371835120654798895,10907434497302534273
15371835196777222166,10546050787360546696
15371835573786435590,10546443563902916795
15371835640010297393,10546172455171800326
15371835695161204776,10546050787360828182
15371835756322541569,10546443563669109571
15371835955820421148,10545724654280546466
15371836021469667381,10546443564026274331
15371836081150418947,10545724654283030221
15371836105036980284,10546443563687923230
15371836138717241376,10691192243901077365
15371836260863762495,10546443563909411560
15371836289645076527,10546443563910160347
15371836597733478439,10546172455166741106
15371836770408779781,10546443563806550177
15371836777392300082,10546443563984858898
15371837057571807288,10546443563906139200
15371837086076293188,10546443563710543908
15371837325550084141,10546443563667042921
15371837330499358790,10691192243954876986
15371837357732974683,10546443563974848012
15371837370743705698,10691192243950495081
15371837435608621153,10546172455175293476
15371837548598972438,10546172455213265254
15371837727460876381,10545055918000198357
15371837906368913498,10545724654283132871
15371838175387377671,10546443563687923230
15371838177400643654,10691192243911719873
15371838194400153657,10545724654283030221
15371838195067052064,10546443563709984915
15371838307038187596,10691192243950495081
15371838506078883841,10545724654280546466
15371838514979196963,10691192243947194927
15371838525079081002,10545724654281887519
15371839037715304453,10546443563816524769
15371839652440891420,10545724654290394661
15371839746615595037,10907434497304935500
15371839848625266756,10546443563891795410
15371839855520702505,10546443563674429971
15371840119363391527,10546443563736566142
15371840201039073334,10546443563687923230
15371840424503201836,10546172455189081679
15371840435169316918,10546050787360553013
15371840442433851490,10546172455186371850
15371840478492286984,10546443563660123193
15371840495009456135,10546172455185225307
15371840580405481539,10546443563736566142
15371840784051523624,10546443563805690716
15371840875449606231,10546172455185225307
15371840954243801095,10546443563672958132
15371840998384656414,10691192243929739828
15371841147152420960,10691192243933346253
15371841463390359556,10546443563702774381
15371841486920409160,10546443563805415445
15371841573436313668,10545724654280546466
15371841614620184582,10691192243933350656
15371841706500608079,10907434497340532499
15371841721348448278,10546443563875349124
15371841822196289622,10907434497307408289
15371842165357465621,10546443563754297618
15371842319707852875,10691192243954876986
15371842350070423640,10907434497443638435
15371842421256146984,10546443563694233848
15371842695785926706,10907434497450384389
15371842822760095821,10907434497327254423
15371842939483377733,10546443564008452717
15371843151262179370,10546443564032385373
15371843165787054101,10546443563682735605
15371843169805197349,10546443563800868247
15371843367868620824,10546172455176365311
15371843559976128566,10907434497327254423
15371843658735210518,10691192243911719873
15371843800498491436,10546172455208219921
15371843838100430870,10545055918000201479
15371843970808209465,10907434497450011103
15371844024537243745,10545055918000201479
15371844130040766505,10545511425556317340
15371844190128361485,10546443563983353945
15371844326594240511,10546443563662141060
15371844381430566967,10546172455150440911
15371844384853123109,10907434497340532499
15371844480390975581,10546443563661237356
15371844623651622938,10546443563682526554
15371844640743415896,10546443563702944992
15371844702366130229,10907434497429964156
15371844720024145994,10546443563754297618
15371844817197781046,10546172455224958037
15371845134635290671,10546443563743417587
15371845254160375808,10546443563796251490
15371845269188567132,10546172455224958037
15371845418648395822,10546443563874542746
15371845540757164103,10546443563834261803
15371845870752424032,10546443563834261803
15371845899856699415,10546443563687858745
15371845970727854158,10546443563732917786
15371846033810182222,10546443563743417587
15371846339696578631,10546172455164950083
15371846418364948576,10907434497298200028
15371846524237570105,10907434497389094792
15371846561248104465,10546443563802055015
15371846686703931428,10546172455223002340
15371846908926550067,10546443563702944992
15371846945869979708,10546172455175684132
15371847397776875582,10546443563710307012
15371847482870915125,10546443563739366907
15371847624244125716,10546172455214864140
15371847778858754137,10546443564040624942
15371848143377321989,10545360219000180543
15371848335157678177,10546172455175291597
15371848594420195423,10907434497381068980
15371848655577341976,10691192243948650310
15371848721646018637,10546443563988280844
15371848755565355017,10907434497353480875
15371849036365619219,10546172455172374693
15371849047568605222,10546443564047085612
15371849129944731674,10546172455216999229
15371849275122180146,10546172455175684132
15371849556597723150,10546443563911453844
15371849582879236137,10545724654280546466
15371849632279748696,10546443563944337421
15371849678970740832,10907434497452770036
15371849886735585301,10546443563743417587
15371850136477028429,10907434497428138767
15371850203711725570,10907434497310831576
15371850258539667532,10546443563701182511
15371850266169106457,10907434497422270467
15371850503096946765,10907434497378123875
15371850586727174154,10546443563982352352
15371850659901005829,10546443563773850750
15371850875718914082,10545511425559926764
15371850922573488133,10907434497378123875
15371850936934781023,10546443563808432666
15371851000264581195,10907434497422270467
15371851123946217552,10546172455165507935
15371851220230655999,10546443563897386298
15371851230083080224,10545724654287697880
15371851266342834250,10546443563965818682
15371851284894240805,10546172455223782160
15371851322206769172,10546443563808432666
15371851488351539224,10546172455170828658
15371851592693243942,10546443563808432666
15371851615145349163,10907434497423258089
15371851620514058244,10545724654287697880
15371851662624874569,10907434497396443409
15371851820141957153,10546443564017272451
15371851950417043525,10546172455196256654
15371852183314157615,10546443563812175575
15371852357633626136,10546443563796251490
15371852530556391447,10691192243957454230
15371852614283092018,10546443563809198013
15371852808168988722,10546443563808432666
pk_id,id_own_org
14582097882763016296,10545511425556317340
14582097882781554001,10545511425556317340
14582097882789045162,10546443563704418920
14582097882804691646,10545511425559926764
14582097882809785821,10546172455230192013
14582097882812651541,10545511425556317340
15345396723937763351,10546443563994816513
15346205118773125179,10545511425556317340
15347610860906405959,10546443563682468641
15350548873768652831,10546443563994816513
15351258619425382476,10546443563748909866
15353057584638644246,10907434497389440455
15353328547020201989,10546172455148127477
15353820257340936284,10907434497389440455
15355161608670208002,10546443563748909866
15355161752308342814,10546443563748909866
15355186884850536508,10546443563994816513
15355559756211216448,10545724654281373534
15355559901531263066,10545724654281373534
15355957280319266827,10546443563742851763
15356224175270318132,10546443563994816513
15356267011193753686,10546443563742851763
15356318351748026429,10546443563742851763
15356677831316791320,10546443563742851763
15356678404476817466,10546443564021755806
15357048852926484523,10546443563994816513
15357665987319095365,10545511425556317340
15357714077296156740,10546443563742851763
15357714742483411011,10546443563742851763
15357717836764078105,10546443563682468641
15358090138567626811,10546443563994816513
15358477549218877499,10546443563742851763
15358498739929014345,10545511425556317340
15358852488904101917,10907434497389440455
15358853157450997813,10907434497389440455
15359117896009703425,10546443563742851763
15359125646332715100,10546443563747912030
15359126108813451305,10546443564027518391
15359163359274520614,10546443563742851763
15359164796872216668,10546443563742851763
15359527229130330124,10546443563994816513
15359610515135455280,10546443563742851763
15359873352541982794,10546172455201793473
15359949621476515889,10546443563742851763
15360302072582955051,10546443563748909866
15360302478671269939,10546443563748909866
15360957411259113491,10546172455185136988
15361012562502144042,10546172455201793473
15361041068158144607,10545511425556317340
15361064869382119464,10546443563853738705
15361696740520546332,10546443563742851763
15361700841081851971,10546443563742851763
15361766744251228165,10546172455201793473
15362384087314653254,10546443563971754979
15363160791972892675,10546443563994816513
15363482366660104259,10546443563994816513
15363496871733551170,10546443563742851763
15363531841709596707,10546443563742851763
15363546173700886623,10546443563742851763
15363889682702196762,10546172455192946451
15363966666560036901,10546443563742851763
15363966817743720501,10546443563742851763
15364019753895125058,10546443563865881244
15364188970858635313,10546443563994816513
15364189431531622454,10546443563994816513
15364222331580899332,10546172455160608323
15364240003098005549,10546172455201793473
15364253095735386204,10546443563934899789
15364582944794529843,10691192243916083392
15365037663807660099,10546443563682468641
15365047754392916017,10546172455201793473
15365298924940222553,10691192243916083392
15365302649628975180,10546172455170614289
15365304727571062790,10546172455170614289
15365741503251009600,10546443564027518391
15365746481088745549,10546172455170614289
15366010336255729738,10546172455192946451
15366025373305331717,10691192243916083392
15366025958066806875,10691192243916083392
15366090211020824673,10545724654281373534
15366090436678574174,10545724654281373534
15366095800149004359,10545724654281373534
15366388207411318830,10545511425556317340
15366402790377181266,10546443563742851763
15366786475433709589,10907434497443621603
15367139930857852957,10546443563925564033
15367236847721832486,10546172455230192013
15367463098466226189,10546172455230192013
15367476185357410305,10546172455150441079
15367583363397378143,10691192243945853618
15367831710418919423,10546443563699205654
15367844134886891586,10546172455215437470
15367901485757161520,10546443563971754979
15368237451470491680,10546172455169049685
15368289854467133455,10546172455169049685
15368553455018893375,10546172455184878185
15368566865618063378,10691192243916083392
15368568358551216201,10546172455169049685
15368569692792872983,10546443563748909866
15368569747503374424,10546172455169049685
15368981868154245206,10691192243916083392
15368987720919601168,10546443563878928260
15369358911324872802,10546050787359601055
15369633038610780209,10546172455168836324
15369735137419911185,10546172455170614289
15369736005884104796,10546172455170614289
15369766663725568001,10546050787351429214
15370016065878810715,10546443563956918910
15370034563040464906,10546443563802379133
15370056438005161987,10546172455168836324
15370059370477965380,10546050787351429214
15370061612975181863,10546050787351429214
15370065666770001998,10546443563742851763
15370078289255260226,10546443563844463835
15370085813769523228,10546443563844463835
15370090118484385835,10546443563844463835
15370480525567381595,10546443564041059431
15370762796308422704,10546172455215437470
15370770079591489541,10907434497452706488
15370816145259028553,10907434497443887879
15370832963805696097,10546443563839620909
15371104538656296997,10907434497343767047
15371134258835935300,10546172455180328891
15371151394702676001,10546443563700222838
15371161301590003784,10546172455215437470
15371184693957414999,10546050787360555382
15371192274302066741,10546172455208219921
15371507282978328607,10545724654273600931
15371525841976610890,10691192243945853618
15371530053766664217,10546443563807877501
15371530262873694222,10546443563841224594
15371533490482892824,10546443563925598072
15371561090697715778,10546443563663577621
15371804542781935663,10546443563741379559
15371808888387067998,10546443563936357653
15371816060042928201,10546443563797839815
15371820945513697286,10546443563687923230
15371822409262878764,10546443563965892756
15371824828017336393,10907434497473120734
15371825020728823844,10546443563698927578
15371825076836032576,10546443563698927578
15371825345321816072,10546172455184457713
15371826334904934487,10546443563879656868
15371835716216606719,10546443563659393388
15371835838279245922,10546443563922606250
15371838110031728731,10546443563922606250
15371844865092538398,10546443563694715145
15371846675815522379,10546443563694715145
15371847222987640884,10546050787359138211
15371848019737632792,10546443563834620333
15371849371314348112,10907434497327254423
15371853506264752149,10546443563936357653
15371853785303404606,10546443563754297618
15371853868862328836,10546050787360552116
15371854336053272657,10546443563879656868
15371854525161857091,10546443563724403247
15371854531755298867,10546443563669109571
15371854742552629315,10546172455146356774
15371855369970180113,10545724654285290048
15371855707146080268,10546443563901738492
15371856031659384910,10546443563687316569
15371856702089515047,10546443563846801071
15371856841785004124,10546443563795541943
15371857052632666122,10546172455158689121
15371857279213162580,10907434497431417465
15371857306593579024,10546172455160137514
15371857412147433512,10546172455168538913
15371857575322636310,10691192243946172146
15371857813471027264,10546443563687316569
15371857814569934850,10545724654274409753
15371857882362466334,10546050787353665736
15371857987933102159,10546443563879955386
15371858178568413233,10546443563960461203
15371858241264865291,10546050787353665736
15371858537349173319,10907434497417972272
15371858780203573302,10546172455185136988
15371858960801910797,10546172455192883333
15371859211445129265,10546172455184078373
15371859220823593058,10546443563673988449
15371859615255945222,10545724654297069924
15371859686181621774,10907434497413919443
15371859748240547873,10545724654297069924
15371859758805999663,10546443563729996319
15371859803164958810,10546172455171921184
15371860195034587173,10546443563709746550
15371860413671071799,10546172455171730015
15371860485846654984,10545724654287107043
15371861020255506476,10546443563791556099
15371861556631494727,10546443563673988449
15371861943098859599,10546443563815902933
15371862115925151772,10546443564044180862
15371862124678664238,10907434497356680805
15371862419106222118,10545055918000107075
15371862485313314870,10546443563722160764
15371862614200078427,10546172455190582875
15371862861206835199,10546443563773015598
15371862984204800008,10546443563726964327
15371863018577125439,10546443564003819135
15371863173892198409,10907434497331462782
15371863309796040771,10907434497479667306
15371863435881009237,10545055918000107075
15371863535424425994,10546172455221470684
15371863551908040787,10545055918000107075
15371863588436238414,10907434497331462782
15371863731453616134,10546443563726964327
15371863858390028307,10907434497321070974
15371863901289373717,10907434497331462782
15371864235680260177,10907434497340505910
15371864344384032767,10907434497439419319
15371864351212363806,10907434497331462782
15371864744524828758,10545055918000107075
15371864974376882260,10546443563795541943
15371865062155280409,10546443563992941670
15371865162097156096,10546172455164742698
15371865227398271024,10545055918000107075
15371865242346770491,10546443563794898639
15371865245169541158,10546443563845273979
15371865589077299205,10546443563655572781
15371866208269815833,10546172455175293476
15371866657463001118,10546443563740246427
15371866756326940707,10907434497479667306
15371866946253410345,10546443563675814860
15371867139019431970,10546443563778834369
15371867199304163371,10546172455175293476
15371867318925709381,10546443563920949564
15371867420004241457,10691192243931443340
15371867681292603399,10545724654290302924
15371867756613918802,10546443563967858836
15371867824096075829,10545511425554697304
15371867856333496401,10546172455157780717
15371868116153847826,10691192243931443340
15371868671462920290,10691192243931443340
15371868715385671718,10546172455174347056
