pk_id,id_source_bill,id_own_org
10907434497488759842,15371809277131939910,10907434497327254423
10907434497488760230,15371809389883220011,10546443563922238960
10907434497485800771,15370142973660553303,10546050787347118047
10907434497488760994,15371809612835639358,10546443563922238960
10907434497488761066,15371809638492196962,10546443563965491626
10907434497488761856,15371809862879076409,10546443563778425238
10907434497488762335,15371810022782718033,10546443564054053138
10907434497488762468,15371810066688692305,10545724654290402586
10907434497488763089,15371810240907497563,10545724654280546466
10907434497488764136,15371810572249128960,10546443563922238960
10907434497488764319,15371810617249812552,10546443563775326185
10907434497488764368,15371810633313996811,10907434497428138767
10907434497488764699,15371810728994463744,10546443563660982274
10907434497488764720,15371480286483243017,10546172455230657690
10907434497488764785,15371810753573085245,10546172455166282238
10907434497462599237,15359127978181185621,10546443563747912030
10907434497488738914,15371802994014212191,10546172455229392113
10907434497488765175,15371810844836945981,10907434497428138767
10907434497488494153,15371548797758922786,10546172455152379564
10907434497488555574,15371561864660049938,10545724654290198141
10907434497488525831,15371555615184838748,10546172455171944653
10907434497488525235,15371555477661999163,10546172455171944653
10907434497488767500,15371811300862648321,10546443563732917786
10907434497488767833,15371811404516479015,10907434497331462782
10907434497488458244,15371534577977839649,10907434497391783668
10907434497488768313,15371811539203973128,10907434497331462782
10907434497488768476,15371811593058836538,10545511425556317340
10907434497488768863,15371811693822795788,10546172455194286120
10907434497488769078,15371811752333332539,10907434497459227614
10907434497488769574,15371811888702738505,10546443563710703319
10907434497488770192,15371811969912856579,10907434497428138767
10907434497488771257,15371812259537932332,10691192243912769589
10907434497488771547,15371812338067886081,10546172455165507935
10907434497464250023,15359854690200248361,10546443563966369017
10907434497464251393,15359854938876338244,10546443563966369017
10907434497488773018,15371812677189951547,10907434497483823738
10907434497488773326,15371812748174348298,10545724654281373534
10907434497488773402,15371812761453518881,10546443563823751392
10907434497488773764,15371812855464648733,10546443563767462597
10907434497488774651,15371813018887311412,10907434497299874308
10907434497488775842,15371813304167096323,10545435426612135079
10907434497488776770,15371813558673264679,10546443563881042965
10907434497488776945,15371813597629964322,10546443563771288154
10907434497488777067,15371813625094266968,10546443563982307769
10907434497488777678,15371813768665292800,10546443563663577621
10907434497488777796,15371813800659439636,10546443563903646356
10907434497488777781,15346181733217263669,10546443563747912030
10907434497488778450,15371813959346737189,10546443563745824546
10907434497485254382,15370012841914458135,10546443563703528350
10907434497488782501,15371814062337876049,10546172455186938119
10907434497488782480,15371814070554513496,10546443563663577621
10907434497488783090,15371814218588282885,10546050787358814572
10907434497488778400,15371813950077325357,10546443563747912030
10907434497488783321,15371814287026741322,10546443563730984387
10907434497487510348,15371119947287679022,10546172455231187969
10907434497488788629,15371814749587169353,10546443563907400701
10907434497488788921,15371814829086003222,10546443563652503509
10907434497488789021,15371814841069133902,10546443563922543390
10907434497488788941,15371814833045430276,10546443563683360034
10907434497488789466,15371814977358848038,10546443563922238960
10907434497488793204,15371815017758384139,10546443563881042965
10907434497482844024,15368666108668207161,10546443563759389961
10907434497458488552,15357405571011629091,10546443563709136300
10907434497488794797,15371815362425315350,10546050787359806780
10907434497488799177,15371815572673187906,10546443563823096632
10907434497488774515,15371812981021138968,10546443563659393388
10907434497488807109,15371815774456963086,10907434497438544993
10907434497488807145,15371815780907798614,10691192243911719873
10907434497488809301,15371815954476486750,10691192243941503778
10907434497488809369,15371815972780433479,10546443563652503509
10907434497488809661,15371816050937094237,10545724654279324361
10691192243922040929,14582097882790413866,10546443563808005927
10546443564053084071,14582097882785527888,10546443563808005927
10907434497488809917,15371816110185828380,10546050787360737611
10907434497488810364,15371816210668769309,10545724654279324361
10907434497488810292,15371816195317616709,10907434497384931134
10907434497488810785,15371816299172778071,10546050787360553543
10907434497488810866,15371816327027154957,10546443563783935332
10907434497488811759,15371816555910324321,10546443563663577621
10907434497488812281,15371816679478714427,10546172455171078574
10907434497488812573,15371816734784802861,10691192243912213415
10907434497488814827,15371817278777643016,10546443563910639923
10907434497488815439,15371817428241670196,10907434497461123301
10907434497488816143,15371817582814351417,10546443563939926416
10907434497488817337,15371817882174410822,10545724654273676508
10907434497488817383,15371817902583894088,10691192243949388896
10907434497488817458,15371817910506938436,10546172455184876691
10907434497488817607,15371817953007816735,10546172455169778886
10907434497488817749,15371817980174327815,10545511425563140988
10907434497488817558,15371817942501085198,10907434497446861907
10907434497488819108,15371818223762722891,10545724654281461644
10907434497488819870,15371818404159737939,10907434497384931134
10907434497488820327,15371818443267428444,10546443563663577621
10907434497488820443,15371818472136826910,10691192243929739828
10907434497488820488,15371504663224442970,10546172455175291597
10907434497488821306,15371818606308417575,10546443563812230743
10907434497488821520,15371818669181030454,10546443563828195458
10907434497488821656,15371818700097245269,10545724654279324361
10907434497488821774,15371818729323159644,10545055918000198357
10907434497488821786,15371818737669824560,10546172455153961033
10907434497488821947,15371818759933190191,10907434497384931134
10907434497488821987,15371818769106133003,10546172455215886809
10907434497488822032,15371818776504885323,10546443563748086266
10907434497488822548,15371818903634239528,10907434497341571632
10907434497488822625,15371818924882579459,10546443564040156026
10907434497488822785,15371818961805041699,10546443563724403247
10907434497488823876,15371819213777854510,10546443563692258283
10907434497488824007,15371819248645103653,10546172455215886809
10907434497488824565,15371819390496464932,10546443563710307012
10907434497431481817,15345721718928887807,10546443563747912030
10907434497488824972,15371819497149222931,10546172455175571225
10907434497488825813,15371819708483424300,10907434497480680877
10907434497376405513,14582097882813108461,10546443563747912030
10907434497488826007,15371819744105648151,10546443563710482759
10907434497488827019,15371819999811395610,10546050787361847010
10907434497488827318,15371820069436837903,10546443563783935332
10907434497431291322,15345489993061687349,10546172455230192013
10907434497487933217,15371219129692381226,10546172455230192013
10907434497488829098,15371820470504574994,10546172455207832715
10907434497488829634,15371820577715183711,10907434497341130633
10907434497488811702,15371816540173291557,10546443563799772137
10907434497488253044,15371491750690480187,10546443563799772137
10907434497488406691,15371531607760490555,10546443563799772137
10546443563975184728,14582097882771090655,10546443563704418920
10907434497488830324,15371820737161650271,10545360219000179937
10907434497488431076,15371534594167853105,10546443563799772137
10907434497488588718,15371568621159505981,10546172455168836324
10907434497488809581,15371816042028392479,10546172455200344344
10907434497488831015,15371820904891863043,10546443563925735040
10907434497488831216,15371820945513697286,10546443563687923230
10907434497488831384,15371820990535356434,10545724654282163838
10907434497488832202,15371821108256890890,10545724654282163838
10907434497488833049,15371813796028928028,10546050787360553013
10907434497488832782,15371821244051673184,10691192243933413092
10907434497488833685,15371821451678113807,10546443563844733719
10907434497488833734,15371814922174386193,10546050787360553013
10907434497389569872,14582097882815560157,10546443563704418920
10907434497488834201,15371816005785411650,10546050787360553013
10907434497488834657,15371821654120386620,10546443563804317047
10907434497488835616,15371821826124599333,10907434497477818588
10907434497488834100,15371821551578046525,10907434497304317812
10907434497488835889,15371821899160014877,10546172455175293476
10907434497488837993,15371822409262878764,10546443563965892756
10907434497488838129,15371822432725819476,10546443563749186729
10907434497488838565,15371822557279866931,10546443563783935332
10907434497487816064,15371194225823633452,10546443563711682309
10907434497488839212,15371822698644688911,10546172455175571225
10907434497488839612,15371822809235906588,10546172455150440129
10907434497488840359,15371822964286738445,10546443563911987282
10907434497488840455,15371822990836686853,10546172455193211678
10907434497488841547,15371823120268709979,10546443563910160347
10907434497488841580,15371823122428776477,10546443563715560420
10907434497488841935,15371823219904405560,10545724654285430464
10907434497488842677,15371823394781712429,10546443563823751392
10907434497446004849,15351909338901962848,10546443563880188250
10907434497488843858,15371823692107538431,10546443563670769056
10907434497488844434,15371823823435391048,10907434497422270467
10907434497488845332,15371824037017739281,10907434497422270467
10907434497488845412,15371824060153516115,10546443563855264261
10907434497488845661,15371824123990827064,10546443563911987282
10907434497488846847,15371824423116005443,10546172455165507935
10907434497488847001,15371824454367760476,10545055918000201479
10907434497488846993,15371824468301238294,10546443563729797620
10907434497488847054,15371824484931653717,10691192243949388896
10907434497488833860,15371821493541458010,10546443563774943634
10907434497488847228,15371824507543150612,10546172455188051083
10907434497488847902,15371824671121002574,10546443563719160271
10907434497488848206,15363140268517810228,10546443563880188250
10907434497488849438,15371825011409084473,10546172455183659597
10907434497488849716,15371825095429378050,10546443563782632070
10907434497488849859,15371825090513657939,10545055918000201479
10907434497488849857,15371825128895733822,10546443563861229119
10907434497443570740,15350826676581884000,10546443563880188250
10907434497488849222,15371824977070317636,10546443563874053784
10907434497488850648,15371825304175697946,10907434497424258564
10907434497389328788,14582097882815514392,10546443563797675545
10907434497488851061,15371825407510761486,10691192243904517860
10907434497488851655,15371825560896458782,10546443563912596927
10907434497488851853,15371825609974009946,10546172455174347056
10907434497488852025,15371825649794732094,10546443563836076908
10907434497488852096,15371825668455194664,10546443563823751392
10907434497488852166,15371825681453338718,10546443563912596927
10907434497488852964,15371825865642004525,10546443563782632070
10907434497488853168,15371825910663667719,10546443563982307769
10907434497488853602,15371826034013950040,10907434497328345245
10907434497488853915,15371826128142520320,10546443563782632070
10907434497488854357,15371826210749337658,10546172455193165047
10907434497488854388,15371826218039038044,10907434497418953638
10907434497488854604,15371826280341233738,10546172455195629911
10907434497488854588,15371826274590838861,10545511425556432338
10907434497488854062,15371820515702394922,10907434497330975552
10907434497488854959,15371826366085386261,10546443563772039882
10907434497488855219,15371826428244971589,10691192243904517860
10907434497488855933,15371826604892278812,10546443563703204799
10907434497488856559,15371826755664924723,10546443563726731114
10907434497488856458,15371826736194969601,10546172455169778886
10907434497488856628,15371826764774953019,10545724654297057784
10907434497488858222,15371827062264356882,10546443563694233848
10907434497488858153,15371827052734898228,10907434497404955057
10907434497488858628,15371827176135512129,10907434497357371109
10907434497488858985,15371827253621084177,10546443563732917786
10907434497488859284,15371827327071735815,10546172455175393126
10907434497488859508,15371827378888171607,10546172455189081679
10907434497482823945,15368661407033774137,10546172455150439270
10907434497488860113,15371827509377159219,10546443563795342899
10907434497488860132,15371827509549125691,10546172455188051083
10907434497459320048,15357780199638884381,10907434497381905958
10907434497488860631,15371827638234570844,10546172455189081679
10907434497488861531,15371827849921089544,10545724654277654689
10907434497488861610,15371827873287561283,10546443563710543908
10907434497488862119,15371827979919351892,10546050787360828182
10907434497488863064,15371509612201168982,10907434497411062909
10907434497488863361,15371828261625585761,10546172455171730015
10907434497488863566,15371828306684993561,10907434497328345245
10907434497488863671,15371828335709573204,10545724654280546466
10907434497488863953,15371828408581410817,10546443563736742724
10907434497488864498,15371828535882731549,10907434497318845320
10907434497488864667,15369007402716291142,10545724654283132871
10907434497488864678,15371828561614786570,10546050787360551044
10907434497488864828,15371827750637723742,10546172455233738061
10907434497488729350,15371798712800043039,10907434497379700859
10907434497488865618,15371828817958068312,10545724654281461644
10907434497488865625,15371828819476402188,10691192243937320707
10907434497488867119,15371829163694542915,10546050787360828182
10907434497488867882,15371829360583565374,10545724654281461644
10907434497488868329,15371829459694968921,10545724654297057784
10546443563960486169,14582097882768008417,10546443563661237356
10907434497488868584,15371829513088458840,10546172455172752631
10907434497487566501,15371136730891604034,10546443563661237356
10907434497488868744,15371829563218780198,10546172455195629911
10907434497442783819,15350425700163178497,10546443563661237356
10907434497374064746,14582097882812654998,10546443563661237356
10907434497488869385,15371829711881687101,10546443563823115684
10907434497488870069,15371829866114633736,10546050787360553013
10907434497488810285,15371816194269040688,10546443563663577621
10907434497488871055,15371830090149191778,10907434497378053179
10907434497488871150,15371830107555553297,10546172455175293476
10907434497488872006,15371830309079273532,10546172455210724782
10907434497488872185,15371830350875516951,10546443563826214340
10907434497488872326,15371830377064751163,10907434497385919195
10907434497488872306,15371830374124544011,10545511425562469514
10907434497488872783,15371830457834459146,10545724654273676508
10907434497488873008,15371830518878363739,10546443563687923230
10907434497488873279,15371830555914068018,10907434497480538039
10907434497488873846,15371830688969969684,10546172455175293476
10907434497488873943,15369328673333235712,10907434497411062909
10907434497488874498,15371830853579628591,10907434497425279474
10907434497488875984,15371831131062198331,10907434497483823738
10907434497488876316,15371831209030111252,10546443563956216493
10907434497488876969,15371831365959999532,10546443563711679907
10907434497488878958,15371831757657657380,10546443563995102103
10907434497488879199,15371831819196489773,10907434497435808390
10907434497488879566,15371831887987265589,10546443563745824546
10907434497488873470,15371830598767267863,10691192243962934471
10907434497488879678,15371831903657189452,10546443563976211245
10907434497488879747,15371831932744683613,10546443563992941670
10907434497488880402,15371832080921055293,10907434497417972272
10907434497488880339,15371832070179442780,10907434497480680877
10907434497488882303,15371093427928223747,10546443563710671640
10907434497488882895,15371832616034553887,10546050787360828182
10907434497488883842,15371832846222155789,10546443564008290943
10907434497488884519,15371833022882041890,10546172455153961033
10907434497488884756,15371833069958909980,10546172455207020765
10907434497488885056,15371833131866837045,10546443563976211245
10907434497488885259,15371833188414447648,10907434497483823738
10907434497488885372,15371833219167080527,10546172455170793243
10907434497488776039,15371813342402371655,10546443563806894530
10907434497488886123,15371833387107016705,10546443564008290943
10907434497488886897,15371833551595036742,10546443563687923230
10907434497488887083,15371833608960528473,10546443563767885892
10907434497488887598,15371833735343300660,10691192243901919193
10907434497488890061,15371834259807457286,10546443563767885892
10907434497488890086,15371834264463134755,10907434497430726425
10907434497488890202,15371834290862088223,10546443563823858584
10907434497488890411,15371834341160177744,10546443563829364883
10907434497488890419,15371834342678519851,10546443563912596927
10907434497488891148,15371834518860255239,10546443563920949564
10907434497488891943,15371834724767031352,10546172455160942053
10907434497488892063,15371834753112133664,10545055918000012229
10907434497488892643,15371834880094691395,10691192243950495081
10907434497488892656,15371834890257485868,10546172455171916285
10907434497488892728,15371834898100838466,10546443563874542746
10907434497488892725,15371834896150482956,10907434497340532499
10907434497488892881,15371834939100160085,10907434497430726425
10907434497488892718,15371834430301724706,10546172455188051083
10907434497488893441,15371835068846759956,10907434497331462782
10907434497488893352,15371835045924884550,10546172455150440911
10907434497488893627,15371835120654798895,10907434497302534273
10907434497488893306,15371835034172444758,10546443563807810617
10907434497488894037,15371835196777222166,10546050787360546696
10907434497488895567,15371835573786435590,10546443563902916795
10907434497486276535,15370449246788575287,10691192243901380541
10907434497488897096,15371835955820421148,10545724654280546466
10907434497488896064,15371835695161204776,10546050787360828182
10907434497480570702,15367854980451065861,10691192243901380541
10907434497488897389,15371836021469667381,10546443564026274331
10907434497488897632,15371836081150418947,10545724654283030221
10907434497488897717,15371836105036980284,10546443563687923230
10907434497488897887,15371836138717241376,10691192243901077365
10907434497487538223,15371127239592693812,10546172455201046153
10907434497488898552,15371836289645076527,10546443563910160347
10907434497488898489,15371835756322541569,10546443563669109571
10907434497487114023,15370836540414550090,10546172455201046153
10907434497487113340,15370836399360102480,10546172455201046153
10907434497488899798,15371836260863762495,10546443563909411560
10907434497488899933,15371836597733478439,10546172455166741106
10907434497488889861,15371834222062915590,10546443563875510618
10907434497488900739,15371836770408779781,10546443563806550177
10907434497488900777,15371836777392300082,10546443563984858898
10907434497488902052,15371837057571807288,10546443563906139200
10907434497488902190,15371837086076293188,10546443563710543908
10907434497488903299,15371837330499358790,10691192243954876986
10907434497488903398,15371837357732974683,10546443563912596927
10907434497488903281,15371837325550084141,10546443563667042921
10907434497488903462,15371837370743705698,10691192243950495081
10907434497488903690,15371837435608621153,10546172455175293476
10907434497488904170,15371837548598972438,10546172455213265254
10907434497488904876,15371837727460876381,10545055918000198357
10907434497488906721,15371838177400643654,10691192243911719873
10907434497488906698,15371838175387377671,10546443563687923230
10907434497488906792,15371838194400153657,10545724654283030221
10907434497488906799,15371838195067052064,10546443563709984915
10907434497488907244,15371838307038187596,10691192243950495081
10907434497488908040,15371838506078883841,10545724654280546466
10907434497488908073,15371838514979196963,10691192243947194927
10907434497488908498,15371457423546048528,10546443563692258283
10907434497488909286,15370457354185269341,10546443563692258283
10907434497488910065,15371839037715304453,10546443563816524769
10907434497488912555,15371839652440891420,10545724654290394661
10907434497486896581,15370789076991004699,10546443563834620333
10907434497483857443,15369270632827113517,10546443563834620333
10907434497488913218,15371838525079081002,10545724654281887519
10907434497488913355,15371839855520702505,10546443563674429971
10907434497488913313,15371839848625266756,10546443563745824546
10907434497488914348,15371840119363391527,10546443563736566142
10907434497488914704,15371840201039073334,10546443563687923230
10907434497488912904,15371839746615595037,10907434497304935500
10907434497488915588,15371840424503201836,10546172455189081679
10907434497488915612,15371840435169316918,10546050787360553013
10907434497488916111,15371840478492286984,10546443563660123193
10907434497488916163,15371840495009456135,10546172455185225307
10907434497488915973,15371840442433851490,10546172455186371850
10907434497488916472,15371840580405481539,10546443563736566142
10907434497488917302,15371840784051523624,10546443563805690716
10907434497488917586,15371840875449606231,10546172455185225307
10907434497486934933,15370783454312583251,10907434497368054887
10907434497488917912,15371840954243801095,10546443563672958132
10907434497488918091,15371840998384656414,10691192243929739828
10907434497488918704,15371841147152420960,10691192243933346253
10907434497488919943,15371841463390359556,10546443563702774381
10907434497488920324,15371841573436313668,10545724654280546466
10907434497488920035,15371841486920409160,10546443563805415445
10907434497488920504,15371841614620184582,10691192243933350656
10907434497476939812,15366019371176615976,10546172455186938119
10907434497488920828,15371841706500608079,10907434497340532499
10907434497488920898,15371841721348448278,10546443563875349124
10907434497488921344,15371841822196289622,10907434497307408289
10907434497488922628,15371842165357465621,10546443563754297618
10907434497488923302,15371842350070423640,10907434497443638435
10907434497488923598,15371842421256146984,10546443563694233848
10907434497488924733,15371842695785926706,10907434497450384389
10907434497470501006,15362850746907287620,10546443563807881936
10907434497488925244,15371842822760095821,10907434497327254423
10907434497488925689,15371842939483377733,10546443564008452717
10907434497488926539,15371843165787054101,10546443563682735605
10907434497488926550,15371843169805197349,10546443563800868247
10907434497488926504,15371843151262179370,10546443564032385373
10907434497488927297,15371843367868620824,10546172455176365311
10907434497482821845,15368660914731536396,10546443563781301555
10907434497488927943,15371843559976128566,10907434497327254423
10907434497488928305,15371843658735210518,10691192243911719873
10907434497488928802,15371843800498491436,10546172455208219921
10907434497488928958,15371843838100430870,10546172455216970633
10907434497488929405,15371843970808209465,10907434497450011103
10907434497488929606,15371844024537243745,10546172455216970633
10907434497488930834,15371844326594240511,10546443563662141060
10907434497488931060,15371844381430566967,10546172455150440911
10907434497488931079,15371844384853123109,10907434497340532499
10907434497488931986,15371844640743415896,10546443563702944992
10907434497488931900,15371844623651622938,10546443563682526554
10907434497481533079,15368270780492206164,10545511425556317340
10907434497481553785,15368275149182787677,10545511425556317340
10907434497481743666,15368307965597634606,10545511425556317340
10907434497482413400,15368552548822732820,10545511425556317340
10907434497482823861,15368661379514949654,10545511425556317340
10907434497483530764,15368995951461064793,10545511425556317340
10907434497485172713,15369708392465616964,10545511425556317340
10907434497485573104,15370090916534603830,10545511425556317340
10907434497488932350,15371844720024145994,10546443563754297618
10907434497488932286,15371844702366130229,10907434497429964156
10907434497488932413,15371844480390975581,10546443563661237356
10907434497488932773,15371844817197781046,10546172455224958037
10907434497488929999,15371844130040766505,10545511425556317340
10907434497488933974,15371845134635290671,10546443563743417587
10907434497488934382,15371845254160375808,10546443563796251490
10907434497488934502,15371845269188567132,10546172455224958037
10907434497447335930,15352682710464258127,10545511425556317340
10907434497488935050,15371845418648395822,10546443563874542746
10907434497488930368,15371844190128361485,10546443563983353945
10907434497488935560,15371845540757164103,10546443563834261803
10907434497487531849,15371125562626068482,10545511425556317340
10907434497488936980,15371845899856699415,10546443563687858745
10907434497488936838,15371845870752424032,10546443563834261803
10907434497488937246,15371845970727854158,10546443563732917786
10907434497488937461,15371846033810182222,10546443563743417587
10907434497357805831,14582097882809339962,10545511425561071542
10907434497481398344,15368243171586789434,10545511425556317340
10907434497481528608,15368269743656067073,10545511425556317340
10907434497483575821,15369006266584191066,10545511425556317340
10907434497488938529,15371846339696578631,10546172455164950083
10907434497488939192,15371846524237570105,10907434497389094792
10546443563939907789,14582097882764743254,10545511425556317340
10546443563940245797,14582097882764808786,10545511425556317340
10546443563947800542,14582097882766225529,10545511425556317340
10546443563947801764,14582097882766225962,10545511425556317340
10546443563947803205,14582097882766226392,10545511425556317340
10907434497390577322,14582097882815756986,10545511425556317340
10907434497483895561,15369282022715482162,10546443563667803039
10546443563931643024,14582097882763518273,10545511425556317340
10546443563937006509,14582097882764361426,10545511425556317340
10907434497488939762,15371846686703931428,10546172455223002340
10907434497488939920,15371846561248104465,10546443563802055015
10907434497488509570,15371552096511905854,10546443563802055015
10907434497488940421,15371846908926550067,10546443563702944992
10907434497476943929,15366020445144932431,10545511425556317340
10907434497488940524,15371846945869979708,10546172455175684132
10907434497483302714,15368224472272265262,10546172455169997961
10907434497465737828,15360590307628474432,10546443563649843694
10907434497466187118,15360691621637185592,10546443563649843694
10907434497479021450,15366871881466564655,10546443563649843694
10907434497488942229,15371847397776875582,10546443563710307012
10907434497488942497,15371847482870915125,10546443563739366907
10907434497488942954,15371847624244125716,10546172455214864140
10907434497488943470,15371847778858754137,10546443564040624942
10691192243929248328,14582097882791546065,10545511425556317340
10907434497484010132,15369313038062637098,10545511425561071468
10907434497488943775,15371847868507803661,10546443563834620333
10907434497488944321,15371848019737632792,10546443563834620333
10691192243944614767,14582097882794293581,10545511425556317340
10907434497318864202,14582097882803483255,10545511425556317340
10907434497388015947,14582097882815287354,10545511425556317340
10907434497410157783,14582097882820070296,10545511425556317340
10907434497488944752,15371848143377321989,10545435426612134896
10907434497475581809,15365310367924281420,10545511425556317340
10907434497477038916,15366041783322599435,10545511425556317340
10907434497477959028,15366450188445077538,10545511425556317340
10907434497478081685,15366474219818901598,10545511425556317340
10907434497488945461,15371848335157678177,10546172455175291597
10907434497488946358,15371848594420195423,10907434497381068980
10907434497488946592,15371848655577341976,10691192243948650310
10907434497341369367,14582097882807037910,10545511425556317340
10907434497357109246,14582097882809765667,10545511425556317340
10907434497357120309,14582097882809767256,10545511425556317340
10907434497357121251,14582097882809768118,10545511425556317340
10907434497366951327,14582097882811539673,10545511425556317340
10907434497488947090,15371848721646018637,10546443563988280844
10907434497488947222,15371848755565355017,10907434497353480875
10907434497424482454,15342935603150901298,10546443563709127408
10907434497488948212,15371849036365619219,10546172455172374693
10907434497488948235,15371849047568605222,10546443564047085612
10907434497488948561,15371849129944731674,10546172455216999229
10907434497463639328,15359525903872876570,10546443563709127408
10907434497488949045,15371849275122180146,10546172455175684132
10907434497468170320,15361747304721731625,10546443563709127408
10907434497488950063,15371849556597723150,10546443563911453844
10907434497488950165,15371849582879236137,10545724654280546466
10907434497488950332,15371849632279748696,10546443563944337421
10907434497488950480,15371849678970740832,10907434497452770036
10907434497488951191,15371849886735585301,10546443563743417587
10907434497483916506,15369287733738524753,10545360219000179937
10907434497488952006,15371850136477028429,10907434497428138767
10907434497488952254,15371850203711725570,10907434497310831576
10907434497488952462,15371850258539667532,10546443563701182511
10907434497488953256,15371850503096946765,10907434497378123875
10907434497383438948,14582097882814327624,10545511425556317340
